"Four-Year Graduation Rates, Trend"
"All Districts, Free/Reduced Price Meal Eligibility"

"Bristol School District","Eligible For Reduced Lunch",62.7,84.1,77.2,80.3,81.2
"Bristol School District","Not Eligible For Lunch",83.3,92.8,90.5,88.5,91.8
"Brookfield School District","Eligible For Free Lunch","*","*",89.5,80.0,100.0
"Brookfield School District","Eligible For Reduced Lunch","*","*",77.8,100.0,88.9
"Brookfield School District","Not Eligible For Lunch",95.0,97.5,97.2,98.1,95.3
"Canton School District","Eligible For Free Lunch","*",85.7,87.5,100.0,"*"
"Canton School District","Eligible For Reduced Lunch","N/A","N/A",100.0,"N/A","*"
"Canton School District","Not Eligible For Lunch","*",98.2,94.4,93.8,97.5
"Capitol Region Education Council","Eligible For Free Lunch",75.7,77.2,84.0,85.0,83.5
"Capitol Region Education Council","Eligible For Reduced Lunch",91.7,89.1,84.8,93.0,97.9
"Capitol Region Education Council","Not Eligible For Lunch",88.1,77.8,85.7,90.6,94.4
"Cheshire School District","Eligible For Free Lunch",88.9,81.8,90.9,76.7,"*"
"Cheshire School District","Eligible For Reduced Lunch",88.9,95.8,76.9,100.0,"*"
"Cheshire School District","Not Eligible For Lunch",95.2,96.7,95.1,96.8,97.7
"Clinton School District","Eligible For Free Lunch","*","*",81.0,"*",72.7
"Clinton School District","Eligible For Reduced Lunch","*","*",87.5,"*",70.0
"Clinton School District","Not Eligible For Lunch",93.1,91.7,89.7,93.8,96.6
"Colchester School District","Eligible For Free Lunch","*",87.0,84.2,96.3,71.9
"Colchester School District","Eligible For Reduced Lunch","*",100.0,71.4,100.0,91.7
"Colchester School District","Not Eligible For Lunch",93.9,95.2,95.5,95.3,95.7
"Common Ground High School District","Eligible For Free Lunch",78.9,82.4,80.0,83.3,100.0
"Common Ground High School District","Eligible For Reduced Lunch","*",100.0,100.0,"*","*"
"Common Ground High School District","Not Eligible For Lunch","*",100.0,100.0,"*","*"
"Connecticut Technical High School System","Eligible For Free Lunch",87.0,95.2,94.7,94.9,96.6
"Connecticut Technical High School System","Eligible For Reduced Lunch",80.0,95.2,95.7,96.8,98.8
"Connecticut Technical High School System","Not Eligible For Lunch",94.3,96.8,97.7,97.1,97.9
"Coventry School District","Eligible For Free Lunch","*",60.0,81.0,"*",76.2
"Coventry School District","Eligible For Reduced Lunch","*",78.6,85.7,"*",100.0
"Coventry School District","Not Eligible For Lunch",90.5,91.6,92.7,99.1,96.6
"Cromwell School District","Eligible For Free Lunch","*",81.5,"*",81.3,83.3
"Cromwell School District","Eligible For Reduced Lunch","*",100.0,"*",83.3,87.5
"Cromwell School District","Not Eligible For Lunch",94.8,93.2,93.1,93.4,99.0
"Danbury School District","Eligible For Free Lunch",62.0,63.8,59.4,67.0,67.0
"Danbury School District","Eligible For Reduced Lunch",76.0,78.6,80.2,78.1,70.8
"Danbury School District","Not Eligible For Lunch",82.6,84.8,83.8,86.3,89.8
"Darien School District","Eligible For Free Lunch","*",100.0,"*","*","*"
"Darien School District","Eligible For Reduced Lunch","*",100.0,"*","*","*"
"Darien School District","Not Eligible For Lunch",96.0,96.3,97.1,97.0,97.5
"Department of Mental Health and Addiction Services","Eligible For Free Lunch","N/A","N/A","*","*","N/A"
"Department of Mental Health and Addiction Services","Not Eligible For Lunch","N/A","N/A","N/A","*","N/A"
"Derby School District","Eligible For Free Lunch",56.1,62.5,51.2,75.6,72.7
"Derby School District","Eligible For Reduced Lunch",83.3,75.0,70.0,86.7,91.7
"Derby School District","Not Eligible For Lunch",77.8,87.0,78.9,85.7,97.1
"East Granby School District","Eligible For Free Lunch","N/A","*","*","*","*"
"East Granby School District","Eligible For Reduced Lunch","N/A","N/A","N/A","N/A","*"
"East Granby School District","Not Eligible For Lunch",96.1,"*","*","*",100.0
"East Haddam School District","Eligible For Free Lunch","*","*","*",69.2,"*"
"East Haddam School District","Eligible For Reduced Lunch","*","*","*",100.0,"*"
"East Haddam School District","Not Eligible For Lunch",93.2,93.1,97.8,96.4,94.4
"East Hampton School District","Eligible For Free Lunch","*",87.5,81.8,"*",81.3
"East Hampton School District","Eligible For Reduced Lunch","*",92.9,100.0,"*",87.5
"East Hampton School District","Not Eligible For Lunch",92.3,95.1,97.4,99.1,97.1
"East Hartford School District","Eligible For Free Lunch",71.9,67.5,73.1,73.8,83.9
"East Hartford School District","Eligible For Reduced Lunch",83.3,83.6,80.2,87.7,93.0
"East Hartford School District","Not Eligible For Lunch",85.6,88.1,84.6,83.6,95.0
"East Haven School District","Eligible For Free Lunch",67.4,61.5,57.3,68.1,62.9
"East Haven School District","Eligible For Reduced Lunch",77.3,80.0,82.9,81.0,69.4
"East Haven School District","Not Eligible For Lunch",89.2,76.9,82.1,90.3,88.7
"East Lyme School District","Eligible For Free Lunch","*",85.0,"*",82.4,82.8
"East Lyme School District","Eligible For Reduced Lunch","*",88.9,"*",100.0,81.8
"East Lyme School District","Not Eligible For Lunch",96.2,95.5,94.4,93.9,97.0
"East Windsor School District","Eligible For Free Lunch","*",76.2,63.2,84.8,88.2
"East Windsor School District","Eligible For Reduced Lunch","*",90.9,89.5,90.9,72.7
"East Windsor School District","Not Eligible For Lunch",87.5,89.5,86.2,90.8,88.9
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Eligible For Free Lunch","*",66.7,72.7,70.6,"*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Eligible For Reduced Lunch","*",72.7,100.0,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Not Eligible For Lunch",78.0,84.2,76.9,"*",78.1
"Ellington School District","Eligible For Free Lunch","*","*","*","*","*"
"Ellington School District","Eligible For Reduced Lunch","*","*","*","*","*"
"Ellington School District","Not Eligible For Lunch",95.4,92.4,93.8,95.9,96.7
"Elm City College Preparatory School District","Eligible For Free Lunch","N/A",81.8,60.0,50.0,70.0
"Elm City College Preparatory School District","Eligible For Reduced Lunch","N/A","*","*","*","*"
"Elm City College Preparatory School District","Not Eligible For Lunch","N/A","*","*","*","*"
"Enfield School District","Eligible For Free Lunch",56.1,66.4,65.8,70.0,75.3
"Enfield School District","Eligible For Reduced Lunch",73.3,75.6,89.1,84.2,87.5
"Enfield School District","Not Eligible For Lunch",85.8,92.0,92.6,92.3,91.1
"Explorations District","Eligible For Free Lunch","*","*","*",60.0,"*"
"Explorations District","Eligible For Reduced Lunch","*","*","*","*","*"
"Explorations District","Not Eligible For Lunch",59.1,78.6,71.4,"*",100.0
"Fairfield School District","Eligible For Free Lunch",78.1,75.9,77.8,79.8,85.7
"Fairfield School District","Eligible For Reduced Lunch",90.9,84.0,89.5,95.0,92.9
"Fairfield School District","Not Eligible For Lunch",94.1,96.4,94.6,95.7,95.4
"Farmington School District","Eligible For Free Lunch",68.8,90.5,77.8,"*",77.8
"Farmington School District","Eligible For Reduced Lunch",80.0,85.7,73.3,"*",100.0
"Farmington School District","Not Eligible For Lunch",96.5,94.8,97.3,96.2,98.6
"Glastonbury School District","Eligible For Free Lunch",88.2,76.7,87.0,90.7,95.9
"Glastonbury School District","Eligible For Reduced Lunch",90.0,100.0,100.0,90.0,94.7
"Glastonbury School District","Not Eligible For Lunch",96.8,97.0,97.5,96.7,98.0
"Granby School District","Eligible For Free Lunch","*","*","*","*",90.0
"Granby School District","Eligible For Reduced Lunch","*","*","*","*",85.7
"Granby School District","Not Eligible For Lunch",97.3,97.8,97.2,95.7,98.6
"Greenwich School District","Eligible For Free Lunch",87.5,82.8,80.0,84.0,81.7
"Greenwich School District","Eligible For Reduced Lunch",91.7,87.1,85.7,86.7,79.5
"Greenwich School District","Not Eligible For Lunch",95.1,93.6,96.8,97.4,98.5
"Griswold School District","Eligible For Free Lunch","*",77.5,72.5,73.2,71.1
"Griswold School District","Eligible For Reduced Lunch","*",77.3,85.0,72.2,100.0
"Griswold School District","Not Eligible For Lunch",85.5,92.6,92.7,93.8,95.3
"Groton School District","Eligible For Free Lunch",61.4,74.1,70.6,76.2,82.0
"Groton School District","Eligible For Reduced Lunch",67.6,75.9,80.6,82.2,87.1
"Groton School District","Not Eligible For Lunch",88.4,86.8,87.2,91.0,91.5
"Guilford School District","Eligible For Free Lunch","*",100.0,80.0,80.0,82.1
"Guilford School District","Eligible For Reduced Lunch","*",100.0,100.0,87.5,100.0
"Guilford School District","Not Eligible For Lunch",95.3,97.3,93.5,94.3,96.2
"Hamden School District","Eligible For Free Lunch",63.8,75.2,73.8,76.0,79.1
"Hamden School District","Eligible For Reduced Lunch",82.4,82.8,84.5,91.7,88.2
"Hamden School District","Not Eligible For Lunch",88.9,89.7,90.8,94.8,95.7
"Hartford School District","Eligible For Free Lunch",60.4,60.2,66.0,68.7,64.7
"Hartford School District","Eligible For Reduced Lunch",75.0,88.2,96.2,87.5,92.5
"Hartford School District","Not Eligible For Lunch",84.2,91.9,92.9,86.2,94.1
"Killingly School District","Eligible For Free Lunch",44.2,57.1,67.1,67.6,51.9
"Killingly School District","Eligible For Reduced Lunch",66.7,80.8,76.5,84.0,85.7
"Killingly School District","Not Eligible For Lunch",79.3,88.2,79.6,87.2,93.3
"Learn","Eligible For Free Lunch","N/A","N/A",95.8,86.0,90.8
"Learn","Eligible For Reduced Lunch","N/A","N/A","*",92.6,90.5
"Learn","Not Eligible For Lunch","N/A","N/A","*",97.1,87.3
"Lebanon School District","Eligible For Free Lunch","*",88.9,86.7,"*",90.9
"Lebanon School District","Eligible For Reduced Lunch","*",87.5,90.9,"*",100.0
"Lebanon School District","Not Eligible For Lunch",94.3,87.8,94.6,94.1,94.9
"Ledyard School District","Eligible For Free Lunch",66.7,"*",70.7,81.8,90.6
"Ledyard School District","Eligible For Reduced Lunch",100.0,"*",81.3,88.2,100.0
"Ledyard School District","Not Eligible For Lunch",91.5,94.0,94.9,93.0,92.9
"Lisbon School District","Eligible For Free Lunch","*","*","*","*","N/A"
"Lisbon School District","Eligible For Reduced Lunch","N/A","N/A","*","N/A","N/A"
"Lisbon School District","Not Eligible For Lunch","*","*","*","*","N/A"
"Litchfield School District","Eligible For Free Lunch","*","*","*","*","*"
"Litchfield School District","Eligible For Reduced Lunch","*","*","*","*","*"
"Litchfield School District","Not Eligible For Lunch",94.3,97.8,100.0,91.9,100.0
"Madison School District","Eligible For Free Lunch",77.8,"*",100.0,100.0,93.3
"Madison School District","Eligible For Reduced Lunch","N/A","*",100.0,100.0,100.0
"Madison School District","Not Eligible For Lunch",97.1,97.2,98.7,96.6,99.0
"Manchester School District","Eligible For Free Lunch",54.1,60.8,61.7,72.3,70.4
"Manchester School District","Eligible For Reduced Lunch",59.5,75.7,70.2,87.7,87.7
"Manchester School District","Not Eligible For Lunch",80.5,83.6,87.2,90.1,92.4
"Meriden School District","Eligible For Free Lunch",59.6,59.2,60.9,68.2,66.8
"Meriden School District","Eligible For Reduced Lunch",57.1,75.9,71.4,84.4,83.8
"Meriden School District","Not Eligible For Lunch",82.6,85.6,83.6,86.1,86.5
"Middletown School District","Eligible For Free Lunch",54.0,66.1,69.7,70.3,80.0
"Middletown School District","Eligible For Reduced Lunch",66.7,71.4,85.7,85.7,94.9
"Middletown School District","Not Eligible For Lunch",86.2,83.5,88.2,90.8,93.4
"Milford School District","Eligible For Free Lunch",68.5,68.9,57.1,79.3,78.1
"Milford School District","Eligible For Reduced Lunch",76.2,75.4,87.3,87.5,90.3
"Milford School District","Not Eligible For Lunch",90.9,91.8,91.3,95.7,95.0
"Monroe School District","Eligible For Free Lunch","*",95.0,90.9,100.0,90.0
"Monroe School District","Eligible For Reduced Lunch","*",100.0,100.0,100.0,100.0
"Monroe School District","Not Eligible For Lunch",97.5,98.7,97.4,95.8,97.9
"Montville School District","Eligible For Free Lunch",79.3,71.4,71.7,74.0,86.5
"Montville School District","Eligible For Reduced Lunch",88.9,77.8,78.9,94.1,95.7
"Montville School District","Not Eligible For Lunch",85.6,92.2,91.9,93.7,95.0
"Naugatuck School District","Eligible For Free Lunch",73.9,69.4,67.6,73.9,80.1
"Naugatuck School District","Eligible For Reduced Lunch",72.7,77.8,76.1,83.0,89.8
"Naugatuck School District","Not Eligible For Lunch",87.1,93.0,84.8,87.4,89.8
"New Britain School District","Eligible For Free Lunch",45.0,50.6,54.2,57.8,64.0
"New Britain School District","Eligible For Reduced Lunch",58.3,70.3,73.3,77.4,78.3
"New Britain School District","Not Eligible For Lunch",60.0,81.4,74.8,72.7,85.6
"New Canaan School District","Eligible For Free Lunch","N/A","N/A","*","N/A","*"
"New Canaan School District","Eligible For Reduced Lunch","*","*","*","*","*"
"New Canaan School District","Not Eligible For Lunch","*","*",97.6,"*",99.0
"New Fairfield School District","Eligible For Free Lunch","*",100.0,77.8,86.7,96.3
"New Fairfield School District","Eligible For Reduced Lunch","*",88.2,86.7,90.9,100.0
"New Fairfield School District","Not Eligible For Lunch",92.2,98.5,97.8,97.7,99.1
"New Haven School District","Eligible For Free Lunch",59.1,67.5,68.1,72.3,72.3
"New Haven School District","Eligible For Reduced Lunch",79.7,83.9,83.4,86.4,88.2
"New Haven School District","Not Eligible For Lunch",71.9,72.0,74.8,79.7,79.5
"New London School District","Eligible For Free Lunch",53.9,63.5,65.6,71.2,74.6
"New London School District","Eligible For Reduced Lunch",65.5,62.5,"*",85.0,"*"
"New London School District","Not Eligible For Lunch",75.0,44.4,"*",52.9,"*"
"New Milford School District","Eligible For Free Lunch",64.0,73.0,74.4,70.6,74.1
"New Milford School District","Eligible For Reduced Lunch",76.9,90.9,80.0,90.9,91.3
"New Milford School District","Not Eligible For Lunch",89.0,92.1,88.7,92.9,93.2
"Newington School District","Eligible For Free Lunch",66.0,73.7,78.3,85.0,86.3
"Newington School District","Eligible For Reduced Lunch",80.0,82.8,97.0,82.6,89.3
"Newington School District","Not Eligible For Lunch",86.4,91.9,91.9,95.4,95.2
"Newtown School District","Eligible For Free Lunch","*",80.0,95.2,81.0,86.2
"Newtown School District","Eligible For Reduced Lunch","*",100.0,92.9,90.9,92.3
"Newtown School District","Not Eligible For Lunch",94.2,95.3,94.0,97.7,96.1
"North Branford School District","Eligible For Free Lunch","*",80.0,85.0,71.4,74.2
"North Branford School District","Eligible For Reduced Lunch","*",77.8,75.0,83.3,84.6
"North Branford School District","Not Eligible For Lunch",96.0,93.0,99.3,94.9,99.2
"North Haven School District","Eligible For Free Lunch",83.3,71.4,63.5,73.2,71.8
"North Haven School District","Eligible For Reduced Lunch",88.9,86.7,94.4,68.4,84.2
"North Haven School District","Not Eligible For Lunch",88.0,95.2,92.2,92.3,95.0
"North Stonington School District","Eligible For Free Lunch","*","*","*","*","*"
"North Stonington School District","Eligible For Reduced Lunch","*","*","*","*","*"
"North Stonington School District","Not Eligible For Lunch",94.5,88.9,97.3,97.8,97.6
"Norwalk School District","Eligible For Free Lunch",71.5,75.8,74.1,73.6,84.1
"Norwalk School District","Eligible For Reduced Lunch",98.1,79.8,84.9,91.2,87.7
"Norwalk School District","Not Eligible For Lunch",87.4,91.0,91.5,90.4,94.5
"Norwich Free Academy District","Eligible For Free Lunch",67.5,72.5,68.1,76.2,77.4
"Norwich Free Academy District","Eligible For Reduced Lunch",87.5,84.4,84.1,84.2,86.0
"Norwich Free Academy District","Not Eligible For Lunch",84.4,89.8,87.0,92.7,96.1
"Norwich School District","Eligible For Free Lunch","*","*","N/A","N/A","N/A"
"Norwich School District","Eligible For Reduced Lunch","*","*","N/A","N/A","N/A"
"Norwich School District","Not Eligible For Lunch","*","*","N/A","N/A","N/A"
"Old Saybrook School District","Eligible For Free Lunch","*","*",81.3,81.8,"*"
"Old Saybrook School District","Eligible For Reduced Lunch","*","*",100.0,100.0,"*"
"Old Saybrook School District","Not Eligible For Lunch",93.2,97.7,96.5,93.5,97.2
"Oxford School District","Eligible For Free Lunch","*","*","*","*","*"
"Oxford School District","Eligible For Reduced Lunch","*","*","*","*","*"
"Oxford School District","Not Eligible For Lunch",94.6,95.4,97.2,97.0,96.4
"Plainfield School District","Eligible For Free Lunch",60.0,73.5,75.0,74.2,69.6
"Plainfield School District","Eligible For Reduced Lunch",87.5,91.3,83.3,84.2,77.8
"Plainfield School District","Not Eligible For Lunch",89.7,88.5,89.0,89.2,92.6
"Plainville School District","Eligible For Free Lunch",56.3,89.2,81.1,79.5,76.5
"Plainville School District","Eligible For Reduced Lunch",100.0,88.5,88.9,85.7,90.9
"Plainville School District","Not Eligible For Lunch",89.8,94.4,91.7,92.7,94.5
"Plymouth School District","Eligible For Free Lunch","*",72.4,72.4,76.9,76.5
"Plymouth School District","Eligible For Reduced Lunch","*",86.7,80.0,84.6,83.3
"Plymouth School District","Not Eligible For Lunch",93.5,87.4,89.9,90.0,93.3
"Portland School District","Eligible For Free Lunch",58.3,"*","*","*","*"
"Portland School District","Eligible For Reduced Lunch","N/A","*","*","*","*"
"Portland School District","Not Eligible For Lunch",87.1,95.7,94.7,96.8,94.1
"Putnam School District","Eligible For Free Lunch","*",75.0,66.7,80.0,84.2
"Putnam School District","Eligible For Reduced Lunch","*",84.6,70.0,100.0,75.0
"Putnam School District","Not Eligible For Lunch",88.9,84.4,87.2,88.0,94.7
"Regional School District 01","Eligible For Free Lunch","*",90.0,76.9,76.9,84.6
"Regional School District 01","Eligible For Reduced Lunch","*",93.8,94.1,80.0,91.7
"Regional School District 01","Not Eligible For Lunch",86.0,94.7,92.4,91.8,96.8
"Regional School District 04","Eligible For Free Lunch","*",80.0,76.5,100.0,84.6
"Regional School District 04","Eligible For Reduced Lunch","*",75.0,100.0,85.7,100.0
"Regional School District 04","Not Eligible For Lunch",91.7,93.7,97.1,98.3,97.5
"Regional School District 05","Eligible For Free Lunch","*",83.3,100.0,"*",90.0
"Regional School District 05","Eligible For Reduced Lunch","*",90.9,75.0,"*",100.0
"Regional School District 05","Not Eligible For Lunch",93.7,96.8,96.3,96.2,96.7
"Regional School District 06","Eligible For Free Lunch","*",100.0,"*","*","*"
"Regional School District 06","Eligible For Reduced Lunch","*",100.0,"*","*","*"
"Regional School District 06","Not Eligible For Lunch",88.2,96.0,96.5,92.2,96.2
"Regional School District 07","Eligible For Free Lunch","*","*","*","*","*"
"Regional School District 07","Eligible For Reduced Lunch","*","*","*","*","*"
"Regional School District 07","Not Eligible For Lunch",94.2,95.1,96.6,95.0,97.6
"Regional School District 08","Eligible For Free Lunch","*",63.6,66.7,68.4,81.3
"Regional School District 08","Eligible For Reduced Lunch","*",77.8,84.6,100.0,84.6
"Regional School District 08","Not Eligible For Lunch",86.3,92.0,93.8,94.3,93.8
"Regional School District 09","Eligible For Free Lunch","*","*","*","*","*"
"Regional School District 09","Eligible For Reduced Lunch","N/A","*","*","*","*"
"Regional School District 09","Not Eligible For Lunch","*",96.9,93.9,95.8,95.9
"Regional School District 10","Eligible For Free Lunch",100.0,"*","*","*","*"
"Regional School District 10","Eligible For Reduced Lunch","N/A","*","*","*","*"
"Regional School District 10","Not Eligible For Lunch",95.3,96.3,93.8,95.1,96.0
"Regional School District 11","Eligible For Free Lunch","*","*","*","*","*"
"Regional School District 11","Eligible For Reduced Lunch","*","*","*","*","*"
"Regional School District 11","Not Eligible For Lunch",82.8,96.0,90.3,91.7,100.0
"Regional School District 12","Eligible For Free Lunch","*","*","*","*","*"
"Regional School District 12","Eligible For Reduced Lunch","*","*","*","*","*"
"Regional School District 12","Not Eligible For Lunch",86.7,85.7,89.0,94.3,100.0
"Regional School District 13","Eligible For Free Lunch","*","*","*","*",87.5
"Regional School District 13","Eligible For Reduced Lunch","N/A","*","*","*",90.0
"Regional School District 13","Not Eligible For Lunch","*",98.5,94.6,92.8,91.9
"Regional School District 14","Eligible For Free Lunch","*","*",83.3,"*","*"
"Regional School District 14","Eligible For Reduced Lunch","*","*",90.9,"*","*"
"Regional School District 14","Not Eligible For Lunch",96.0,97.3,93.8,97.4,98.2
"Regional School District 15","Eligible For Free Lunch",63.6,"*",72.7,"*","*"
"Regional School District 15","Eligible For Reduced Lunch",66.7,"*",100.0,"*","*"
"Regional School District 15","Not Eligible For Lunch",93.0,94.5,95.0,97.1,96.3
"Regional School District 16","Eligible For Free Lunch","*",78.9,69.2,83.3,93.8
"Regional School District 16","Eligible For Reduced Lunch","*",87.5,80.0,93.3,88.9
"Regional School District 16","Not Eligible For Lunch",91.2,93.8,93.8,93.9,95.1
"Regional School District 17","Eligible For Free Lunch","*",63.6,"*","*","*"
"Regional School District 17","Eligible For Reduced Lunch","*",87.5,"*","*","*"
"Regional School District 17","Not Eligible For Lunch",93.7,95.9,96.1,97.8,96.6
"Regional School District 18","Eligible For Free Lunch","*","*","*","*","*"
"Regional School District 18","Eligible For Reduced Lunch","*","*","*","*","*"
"Regional School District 18","Not Eligible For Lunch",96.9,97.9,97.1,97.1,97.4
"Regional School District 19","Eligible For Free Lunch","*",65.5,84.8,83.8,74.4
"Regional School District 19","Eligible For Reduced Lunch","*",60.0,68.4,84.6,100.0
"Regional School District 19","Not Eligible For Lunch",86.0,91.3,89.6,95.1,93.6
"Ridgefield School District","Eligible For Free Lunch","*","*","*","*","*"
"Ridgefield School District","Eligible For Reduced Lunch","*","*","*","*","*"
"Ridgefield School District","Not Eligible For Lunch",96.2,98.1,96.5,97.9,96.0
"Rocky Hill School District","Eligible For Free Lunch","*",68.8,"*",84.2,76.7
"Rocky Hill School District","Eligible For Reduced Lunch","*",100.0,"*",100.0,100.0
"Rocky Hill School District","Not Eligible For Lunch",91.1,93.4,94.8,92.4,94.8
"Seymour School District","Eligible For Free Lunch","*",65.5,72.2,74.2,77.5
"Seymour School District","Eligible For Reduced Lunch","*",100.0,63.2,90.9,81.3
"Seymour School District","Not Eligible For Lunch",89.5,91.2,92.9,90.6,95.7
"Shelton School District","Eligible For Free Lunch",71.4,75.0,73.2,80.0,88.0
"Shelton School District","Eligible For Reduced Lunch",81.0,75.0,81.3,79.3,92.1
"Shelton School District","Not Eligible For Lunch",90.2,95.1,95.2,95.0,96.1
"Simsbury School District","Eligible For Free Lunch",84.6,75.0,81.8,80.0,91.7
"Simsbury School District","Eligible For Reduced Lunch",100.0,87.5,100.0,100.0,91.7
"Simsbury School District","Not Eligible For Lunch",95.3,97.1,98.1,95.4,95.8
"Somers School District","Eligible For Free Lunch","*","*","*","*","*"
"Somers School District","Eligible For Reduced Lunch","*","*","*","*","*"
"Somers School District","Not Eligible For Lunch",95.7,96.9,97.1,98.3,95.8
"South Windsor School District","Eligible For Free Lunch",56.3,70.8,80.6,87.0,83.3
"South Windsor School District","Eligible For Reduced Lunch",72.7,90.9,80.0,87.5,100.0
"South Windsor School District","Not Eligible For Lunch",92.7,95.4,95.9,94.3,93.2
"Southington School District","Eligible For Free Lunch",69.2,77.6,66.7,82.5,74.4
"Southington School District","Eligible For Reduced Lunch",100.0,85.2,76.2,80.0,95.7
"Southington School District","Not Eligible For Lunch",91.3,93.9,94.1,95.6,96.2
"Stafford School District","Eligible For Free Lunch",61.5,66.7,62.5,80.8,78.9
"Stafford School District","Eligible For Reduced Lunch",70.0,95.8,86.7,100.0,100.0
"Stafford School District","Not Eligible For Lunch",77.7,90.7,93.3,95.3,95.4
"Stamford Academy District","Eligible For Free Lunch",32.5,37.5,29.0,26.9,34.1
"Stamford Academy District","Eligible For Reduced Lunch","*","*","*","*","*"
"Stamford Academy District","Not Eligible For Lunch","*","*","*","*","*"
"Stamford School District","Eligible For Free Lunch",77.1,75.6,82.2,83.5,81.3
"Stamford School District","Eligible For Reduced Lunch",86.4,88.6,86.3,93.6,89.1
"Stamford School District","Not Eligible For Lunch",89.2,92.2,94.5,92.8,93.5
"Stonington School District","Eligible For Free Lunch","*",94.1,"*",86.2,76.9
"Stonington School District","Eligible For Reduced Lunch","*",81.8,"*",100.0,80.0
"Stonington School District","Not Eligible For Lunch",95.3,92.9,95.5,94.2,95.2
"Stratford School District","Eligible For Free Lunch",82.8,78.0,83.9,85.6,84.7
"Stratford School District","Eligible For Reduced Lunch",89.5,83.3,87.5,93.8,92.0
"Stratford School District","Not Eligible For Lunch",89.5,91.4,91.1,94.7,96.4
"Suffield School District","Eligible For Free Lunch","*",64.3,66.7,84.6,90.0
"Suffield School District","Eligible For Reduced Lunch","*",70.0,83.3,85.7,93.3
"Suffield School District","Not Eligible For Lunch",96.1,94.0,96.2,96.4,96.6
"The Bridge Academy District","Eligible For Free Lunch",83.3,73.3,100.0,80.0,92.3
"The Bridge Academy District","Eligible For Reduced Lunch","*","*","*","*","*"
"The Bridge Academy District","Not Eligible For Lunch","*","*","*","*","*"
"The Gilbert School District","Eligible For Free Lunch",46.2,83.3,68.0,84.8,85.3
"The Gilbert School District","Eligible For Reduced Lunch",87.5,100.0,66.7,81.8,90.0
"The Gilbert School District","Not Eligible For Lunch",83.3,92.7,81.5,91.3,93.5
"Thomaston School District","Eligible For Free Lunch","*",83.3,76.9,"*","*"
"Thomaston School District","Eligible For Reduced Lunch","*",90.0,81.8,"*","*"
"Thomaston School District","Not Eligible For Lunch",94.4,92.9,96.4,96.3,100.0
"Thompson School District","Eligible For Free Lunch","*",66.7,64.3,81.8,"*"
"Thompson School District","Eligible For Reduced Lunch","*",63.6,92.3,100.0,"*"
