"Four-Year Graduation Rates, 2014-15"
"All Districts, Free/Reduced Price Meal Eligibility"

"",,,"Graduates",,"Non-Graduates",,,
"Clinton School District","Not Eligible For Lunch",119,115,96.6,"*","*","*","*"
"Colchester School District","Eligible For Free Lunch",32,23,71.9,"*","*","*","*"
"Colchester School District","Eligible For Reduced Lunch",12,11,91.7,"*","*","*","*"
"Colchester School District","Not Eligible For Lunch",184,176,95.7,"*","*","*","*"
"Common Ground High School District","Eligible For Free Lunch",21,21,100.0,"*","*","*","*"
"Common Ground High School District","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Common Ground High School District","Not Eligible For Lunch","*","*","*","*","*","*","*"
"Connecticut Technical High School System","Eligible For Free Lunch",1157,1118,96.6,"*","*",35,3.0
"Connecticut Technical High School System","Eligible For Reduced Lunch",327,323,98.8,"*","*","*","*"
"Connecticut Technical High School System","Not Eligible For Lunch",984,963,97.9,"*","*","*","*"
"Coventry School District","Eligible For Free Lunch",21,16,76.2,"*","*","*","*"
"Coventry School District","Eligible For Reduced Lunch",8,8,100.0,"*","*","*","*"
"Coventry School District","Not Eligible For Lunch",88,85,96.6,"*","*","*","*"
"Cromwell School District","Eligible For Free Lunch",18,15,83.3,"*","*","*","*"
"Cromwell School District","Eligible For Reduced Lunch",8,7,87.5,"*","*","*","*"
"Cromwell School District","Not Eligible For Lunch",102,101,99.0,"*","*","*","*"
"Danbury School District","Eligible For Free Lunch",351,235,67.0,50,14.2,66,18.8
"Danbury School District","Eligible For Reduced Lunch",96,68,70.8,13,13.5,15,15.6
"Danbury School District","Not Eligible For Lunch",325,292,89.8,17,5.2,16,4.9
"Darien School District","Eligible For Free Lunch","*","*","*","*","*","*","*"
"Darien School District","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Darien School District","Not Eligible For Lunch",324,316,97.5,"*","*","*","*"
"Derby School District","Eligible For Free Lunch",55,40,72.7,7,12.7,8,14.5
"Derby School District","Eligible For Reduced Lunch",12,11,91.7,"*","*","*","*"
"Derby School District","Not Eligible For Lunch",35,34,97.1,"*","*","*","*"
"East Granby School District","Eligible For Free Lunch","*","*","*","*","*","*","*"
"East Granby School District","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"East Granby School District","Not Eligible For Lunch",58,58,100.0,"*","*","*","*"
"East Haddam School District","Eligible For Free Lunch","*","*","*","*","*","*","*"
"East Haddam School District","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"East Haddam School District","Not Eligible For Lunch",89,84,94.4,"*","*","*","*"
"East Hampton School District","Eligible For Free Lunch",16,13,81.3,"*","*","*","*"
"East Hampton School District","Eligible For Reduced Lunch",8,7,87.5,"*","*","*","*"
"East Hampton School District","Not Eligible For Lunch",103,100,97.1,"*","*","*","*"
"East Hartford School District","Eligible For Free Lunch",341,286,83.9,17,5.0,38,11.1
"East Hartford School District","Eligible For Reduced Lunch",86,80,93.0,"*","*","*","*"
"East Hartford School District","Not Eligible For Lunch",139,132,95.0,"*","*","*","*"
"East Haven School District","Eligible For Free Lunch",89,56,62.9,8,9.0,25,28.1
"East Haven School District","Eligible For Reduced Lunch",49,34,69.4,"*","*",13,26.5
"East Haven School District","Not Eligible For Lunch",106,94,88.7,"*","*",11,10.4
"East Lyme School District","Eligible For Free Lunch",29,24,82.8,"*","*","*","*"
"East Lyme School District","Eligible For Reduced Lunch",11,9,81.8,"*","*","*","*"
"East Lyme School District","Not Eligible For Lunch",234,227,97.0,"*","*","*","*"
"East Windsor School District","Eligible For Free Lunch",34,30,88.2,"*","*","*","*"
"East Windsor School District","Eligible For Reduced Lunch",11,8,72.7,"*","*","*","*"
"East Windsor School District","Not Eligible For Lunch",45,40,88.9,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Eligible For Free Lunch",31,"*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Eligible For Reduced Lunch",9,"*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Not Eligible For Lunch",32,25,78.1,"*","*","*","*"
"Ellington School District","Eligible For Free Lunch","*","*","*","*","*","*","*"
"Ellington School District","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Ellington School District","Not Eligible For Lunch",180,174,96.7,"*","*","*","*"
"Elm City College Preparatory School District","Eligible For Free Lunch",10,7,70.0,"*","*","*","*"
"Elm City College Preparatory School District","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","Not Eligible For Lunch","*","*","*","*","*","*","*"
"Enfield School District","Eligible For Free Lunch",97,73,75.3,"*","*",19,19.6
"Enfield School District","Eligible For Reduced Lunch",48,42,87.5,"*","*","*","*"
"Enfield School District","Not Eligible For Lunch",247,225,91.1,8,3.2,"*","*"
"Explorations District","Eligible For Free Lunch","*","*","*","*","*","*","*"
"Explorations District","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Explorations District","Not Eligible For Lunch",12,12,100.0,"*","*","*","*"
"Fairfield School District","Eligible For Free Lunch",84,72,85.7,"*","*","*","*"
"Fairfield School District","Eligible For Reduced Lunch",28,26,92.9,"*","*","*","*"
"Fairfield School District","Not Eligible For Lunch",605,577,95.4,17,2.8,10,1.7
"Farmington School District","Eligible For Free Lunch",45,35,77.8,7,15.6,"*","*"
"Farmington School District","Eligible For Reduced Lunch",10,10,100.0,"*","*","*","*"
"Farmington School District","Not Eligible For Lunch",280,276,98.6,"*","*","*","*"
"Glastonbury School District","Eligible For Free Lunch",49,47,95.9,"*","*","*","*"
"Glastonbury School District","Eligible For Reduced Lunch",19,18,94.7,"*","*","*","*"
"Glastonbury School District","Not Eligible For Lunch",456,447,98.0,6,1.3,"*","*"
"Granby School District","Eligible For Free Lunch",10,9,90.0,"*","*","*","*"
"Granby School District","Eligible For Reduced Lunch",7,6,85.7,"*","*","*","*"
"Granby School District","Not Eligible For Lunch",148,146,98.6,"*","*","*","*"
"Greenwich School District","Eligible For Free Lunch",82,67,81.7,13,15.9,"*","*"
"Greenwich School District","Eligible For Reduced Lunch",39,31,79.5,"*","*","*","*"
"Greenwich School District","Not Eligible For Lunch",526,518,98.5,"*","*","*","*"
"Griswold School District","Eligible For Free Lunch",45,32,71.1,"*","*",8,17.8
"Griswold School District","Eligible For Reduced Lunch",17,17,100.0,"*","*","*","*"
"Griswold School District","Not Eligible For Lunch",86,82,95.3,"*","*","*","*"
"Groton School District","Eligible For Free Lunch",100,82,82.0,"*","*",14,14.0
"Groton School District","Eligible For Reduced Lunch",31,27,87.1,"*","*","*","*"
"Groton School District","Not Eligible For Lunch",141,129,91.5,"*","*","*","*"
"Guilford School District","Eligible For Free Lunch",28,23,82.1,"*","*","*","*"
"Guilford School District","Eligible For Reduced Lunch",11,11,100.0,"*","*","*","*"
"Guilford School District","Not Eligible For Lunch",235,226,96.2,6,2.6,"*","*"
"Hamden School District","Eligible For Free Lunch",182,144,79.1,14,7.7,24,13.2
"Hamden School District","Eligible For Reduced Lunch",51,45,88.2,"*","*","*","*"
"Hamden School District","Not Eligible For Lunch",232,222,95.7,"*","*","*","*"
"Hartford School District","Eligible For Free Lunch",1205,780,64.7,167,13.9,258,21.4
"Hartford School District","Eligible For Reduced Lunch",93,86,92.5,"*","*","*","*"
"Hartford School District","Not Eligible For Lunch",186,175,94.1,"*","*","*","*"
"Killingly School District","Eligible For Free Lunch",77,40,51.9,17,22.1,20,26.0
"Killingly School District","Eligible For Reduced Lunch",21,18,85.7,"*","*","*","*"
"Killingly School District","Not Eligible For Lunch",105,98,93.3,"*","*","*","*"
"Learn","Eligible For Free Lunch",76,69,90.8,"*","*","*","*"
"Learn","Eligible For Reduced Lunch",21,19,90.5,"*","*","*","*"
"Learn","Not Eligible For Lunch",79,69,87.3,"*","*",6,7.6
"Lebanon School District","Eligible For Free Lunch",11,10,90.9,"*","*","*","*"
"Lebanon School District","Eligible For Reduced Lunch",6,6,100.0,"*","*","*","*"
"Lebanon School District","Not Eligible For Lunch",78,74,94.9,"*","*","*","*"
"Ledyard School District","Eligible For Free Lunch",53,48,90.6,"*","*","*","*"
"Ledyard School District","Eligible For Reduced Lunch",11,11,100.0,"*","*","*","*"
"Ledyard School District","Not Eligible For Lunch",169,157,92.9,11,6.5,"*","*"
"Litchfield School District","Eligible For Free Lunch","*","*","*","*","*","*","*"
"Litchfield School District","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Litchfield School District","Not Eligible For Lunch",59,59,100.0,"*","*","*","*"
"Madison School District","Eligible For Free Lunch",15,14,93.3,"*","*","*","*"
"Madison School District","Eligible For Reduced Lunch",7,7,100.0,"*","*","*","*"
"Madison School District","Not Eligible For Lunch",287,284,99.0,"*","*","*","*"
"Manchester School District","Eligible For Free Lunch",226,159,70.4,20,8.8,47,20.8
"Manchester School District","Eligible For Reduced Lunch",57,50,87.7,"*","*","*","*"
"Manchester School District","Not Eligible For Lunch",171,158,92.4,"*","*","*","*"
"Meriden School District","Eligible For Free Lunch",389,260,66.8,32,8.2,97,24.9
"Meriden School District","Eligible For Reduced Lunch",74,62,83.8,6,8.1,6,8.1
"Meriden School District","Not Eligible For Lunch",163,141,86.5,11,6.7,11,6.7
"Middletown School District","Eligible For Free Lunch",125,100,80.0,15,12.0,10,8.0
"Middletown School District","Eligible For Reduced Lunch",39,37,94.9,"*","*","*","*"
"Middletown School District","Not Eligible For Lunch",151,141,93.4,"*","*","*","*"
"Milford School District","Eligible For Free Lunch",105,82,78.1,16,15.2,"*","*"
"Milford School District","Eligible For Reduced Lunch",31,28,90.3,"*","*","*","*"
"Milford School District","Not Eligible For Lunch",323,307,95.0,"*","*",7,2.2
"Monroe School District","Eligible For Free Lunch",20,18,90.0,"*","*","*","*"
"Monroe School District","Eligible For Reduced Lunch",19,19,100.0,"*","*","*","*"
"Monroe School District","Not Eligible For Lunch",282,276,97.9,"*","*","*","*"
"Montville School District","Eligible For Free Lunch",37,32,86.5,"*","*","*","*"
"Montville School District","Eligible For Reduced Lunch",23,22,95.7,"*","*","*","*"
"Montville School District","Not Eligible For Lunch",119,113,95.0,"*","*","*","*"
"Naugatuck School District","Eligible For Free Lunch",151,121,80.1,9,6.0,21,13.9
"Naugatuck School District","Eligible For Reduced Lunch",49,44,89.8,"*","*","*","*"
"Naugatuck School District","Not Eligible For Lunch",137,123,89.8,"*","*","*","*"
"New Britain School District","Eligible For Free Lunch",494,316,64.0,58,11.7,120,24.3
"New Britain School District","Eligible For Reduced Lunch",69,54,78.3,6,8.7,9,13.0
"New Britain School District","Not Eligible For Lunch",97,83,85.6,8,8.2,6,6.2
"New Canaan School District","Eligible For Free Lunch","*","*","*","*","*","*","*"
"New Canaan School District","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"New Canaan School District","Not Eligible For Lunch",307,304,99.0,"*","*","*","*"
"New Fairfield School District","Eligible For Free Lunch",27,26,96.3,"*","*","*","*"
"New Fairfield School District","Eligible For Reduced Lunch",11,11,100.0,"*","*","*","*"
"New Fairfield School District","Not Eligible For Lunch",226,224,99.1,"*","*","*","*"
"New Haven School District","Eligible For Free Lunch",1089,787,72.3,101,9.3,201,18.5
"New Haven School District","Eligible For Reduced Lunch",152,134,88.2,12,7.9,6,3.9
"New Haven School District","Not Eligible For Lunch",244,194,79.5,6,2.5,44,18.0
"New London School District","Eligible For Free Lunch",189,141,74.6,15,7.9,33,17.5
"New London School District","Eligible For Reduced Lunch",6,"*","*","*","*","*","*"
"New London School District","Not Eligible For Lunch",7,"*","*","*","*","*","*"
"New Milford School District","Eligible For Free Lunch",54,40,74.1,"*","*","*","*"
"New Milford School District","Eligible For Reduced Lunch",23,21,91.3,"*","*","*","*"
"New Milford School District","Not Eligible For Lunch",294,274,93.2,8,2.7,12,4.1
"Newington School District","Eligible For Free Lunch",80,69,86.3,"*","*",9,11.3
"Newington School District","Eligible For Reduced Lunch",28,25,89.3,"*","*","*","*"
"Newington School District","Not Eligible For Lunch",250,238,95.2,6,2.4,"*","*"
"Newtown School District","Eligible For Free Lunch",29,25,86.2,"*","*","*","*"
"Newtown School District","Eligible For Reduced Lunch",13,12,92.3,"*","*","*","*"
"Newtown School District","Not Eligible For Lunch",411,395,96.1,13,3.2,"*","*"
"North Branford School District","Eligible For Free Lunch",31,23,74.2,"*","*","*","*"
"North Branford School District","Eligible For Reduced Lunch",13,11,84.6,"*","*","*","*"
"North Branford School District","Not Eligible For Lunch",122,121,99.2,"*","*","*","*"
"North Haven School District","Eligible For Free Lunch",39,28,71.8,"*","*","*","*"
"North Haven School District","Eligible For Reduced Lunch",19,16,84.2,"*","*","*","*"
"North Haven School District","Not Eligible For Lunch",238,226,95.0,6,2.5,6,2.5
"North Stonington School District","Eligible For Free Lunch","*","*","*","*","*","*","*"
"North Stonington School District","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"North Stonington School District","Not Eligible For Lunch",41,40,97.6,"*","*","*","*"
"Norwalk School District","Eligible For Free Lunch",358,301,84.1,15,4.2,42,11.7
"Norwalk School District","Eligible For Reduced Lunch",81,71,87.7,"*","*",8,9.9
"Norwalk School District","Not Eligible For Lunch",437,413,94.5,"*","*",16,3.7
"Norwich Free Academy District","Eligible For Free Lunch",243,188,77.4,"*","*",50,20.6
"Norwich Free Academy District","Eligible For Reduced Lunch",43,37,86.0,"*","*","*","*"
"Norwich Free Academy District","Not Eligible For Lunch",304,292,96.1,"*","*","*","*"
"Old Saybrook School District","Eligible For Free Lunch","*","*","*","*","*","*","*"
"Old Saybrook School District","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Old Saybrook School District","Not Eligible For Lunch",109,106,97.2,"*","*","*","*"
"Oxford School District","Eligible For Free Lunch","*","*","*","*","*","*","*"
"Oxford School District","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Oxford School District","Not Eligible For Lunch",110,106,96.4,"*","*","*","*"
"Plainfield School District","Eligible For Free Lunch",69,48,69.6,7,10.1,14,20.3
"Plainfield School District","Eligible For Reduced Lunch",18,14,77.8,"*","*","*","*"
"Plainfield School District","Not Eligible For Lunch",81,75,92.6,"*","*","*","*"
"Plainville School District","Eligible For Free Lunch",51,39,76.5,"*","*",10,19.6
"Plainville School District","Eligible For Reduced Lunch",22,20,90.9,"*","*","*","*"
"Plainville School District","Not Eligible For Lunch",109,103,94.5,"*","*","*","*"
"Plymouth School District","Eligible For Free Lunch",34,26,76.5,6,17.6,"*","*"
"Plymouth School District","Eligible For Reduced Lunch",12,10,83.3,"*","*","*","*"
"Plymouth School District","Not Eligible For Lunch",75,70,93.3,"*","*","*","*"
"Portland School District","Eligible For Free Lunch","*","*","*","*","*","*","*"
"Portland School District","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Portland School District","Not Eligible For Lunch",68,64,94.1,"*","*","*","*"
"Putnam School District","Eligible For Free Lunch",38,32,84.2,"*","*","*","*"
"Putnam School District","Eligible For Reduced Lunch",8,6,75.0,"*","*","*","*"
"Putnam School District","Not Eligible For Lunch",19,18,94.7,"*","*","*","*"
"Regional School District 01","Eligible For Free Lunch",13,11,84.6,"*","*","*","*"
"Regional School District 01","Eligible For Reduced Lunch",12,11,91.7,"*","*","*","*"
"Regional School District 01","Not Eligible For Lunch",62,60,96.8,"*","*","*","*"
"Regional School District 04","Eligible For Free Lunch",13,11,84.6,"*","*","*","*"
"Regional School District 04","Eligible For Reduced Lunch",7,7,100.0,"*","*","*","*"
"Regional School District 04","Not Eligible For Lunch",162,158,97.5,"*","*","*","*"
"Regional School District 05","Eligible For Free Lunch",20,18,90.0,"*","*","*","*"
"Regional School District 05","Eligible For Reduced Lunch",8,8,100.0,"*","*","*","*"
"Regional School District 05","Not Eligible For Lunch",389,376,96.7,6,1.5,7,1.8
"Regional School District 06","Eligible For Free Lunch","*","*","*","*","*","*","*"
"Regional School District 06","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Regional School District 06","Not Eligible For Lunch",78,75,96.2,"*","*","*","*"
"Regional School District 07","Eligible For Free Lunch","*","*","*","*","*","*","*"
"Regional School District 07","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Regional School District 07","Not Eligible For Lunch",125,122,97.6,"*","*","*","*"
"Regional School District 08","Eligible For Free Lunch",16,13,81.3,"*","*","*","*"
"Regional School District 08","Eligible For Reduced Lunch",13,11,84.6,"*","*","*","*"
"Regional School District 08","Not Eligible For Lunch",240,225,93.8,9,3.8,6,2.5
"Regional School District 09","Eligible For Free Lunch","*","*","*","*","*","*","*"
"Regional School District 09","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Regional School District 09","Not Eligible For Lunch",241,231,95.9,7,2.9,"*","*"
"Regional School District 10","Eligible For Free Lunch","*","*","*","*","*","*","*"
"Regional School District 10","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Regional School District 10","Not Eligible For Lunch",176,169,96.0,"*","*",6,3.4
"Regional School District 11","Eligible For Free Lunch",12,"*","*","*","*","*","*"
"Regional School District 11","Eligible For Reduced Lunch",6,"*","*","*","*","*","*"
"Regional School District 11","Not Eligible For Lunch",33,33,100.0,"*","*","*","*"
"Regional School District 12","Eligible For Free Lunch","*","*","*","*","*","*","*"
"Regional School District 12","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Regional School District 12","Not Eligible For Lunch",65,65,100.0,"*","*","*","*"
"Regional School District 13","Eligible For Free Lunch",8,7,87.5,"*","*","*","*"
"Regional School District 13","Eligible For Reduced Lunch",10,9,90.0,"*","*","*","*"
"Regional School District 13","Not Eligible For Lunch",136,125,91.9,11,8.1,"*","*"
"Regional School District 14","Eligible For Free Lunch","*","*","*","*","*","*","*"
"Regional School District 14","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Regional School District 14","Not Eligible For Lunch",164,161,98.2,"*","*","*","*"
"Regional School District 15","Eligible For Free Lunch",14,"*","*","*","*","*","*"
"Regional School District 15","Eligible For Reduced Lunch",8,"*","*","*","*","*","*"
"Regional School District 15","Not Eligible For Lunch",271,261,96.3,"*","*",6,2.2
"Regional School District 16","Eligible For Free Lunch",16,15,93.8,"*","*","*","*"
"Regional School District 16","Eligible For Reduced Lunch",9,8,88.9,"*","*","*","*"
"Regional School District 16","Not Eligible For Lunch",142,135,95.1,"*","*","*","*"
"Regional School District 17","Eligible For Free Lunch","*","*","*","*","*","*","*"
"Regional School District 17","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Regional School District 17","Not Eligible For Lunch",148,143,96.6,"*","*","*","*"
"Regional School District 18","Eligible For Free Lunch","*","*","*","*","*","*","*"
"Regional School District 18","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Regional School District 18","Not Eligible For Lunch",76,74,97.4,"*","*","*","*"
"Regional School District 19","Eligible For Free Lunch",39,29,74.4,"*","*","*","*"
"Regional School District 19","Eligible For Reduced Lunch",20,20,100.0,"*","*","*","*"
"Regional School District 19","Not Eligible For Lunch",233,218,93.6,11,4.7,"*","*"
"Ridgefield School District","Eligible For Free Lunch","*","*","*","*","*","*","*"
"Ridgefield School District","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Ridgefield School District","Not Eligible For Lunch",426,409,96.0,10,2.3,7,1.6
"Rocky Hill School District","Eligible For Free Lunch",30,23,76.7,"*","*","*","*"
"Rocky Hill School District","Eligible For Reduced Lunch",12,12,100.0,"*","*","*","*"
"Rocky Hill School District","Not Eligible For Lunch",154,146,94.8,"*","*",7,4.5
"Seymour School District","Eligible For Free Lunch",40,31,77.5,"*","*",6,15.0
"Seymour School District","Eligible For Reduced Lunch",16,13,81.3,"*","*","*","*"
"Seymour School District","Not Eligible For Lunch",92,88,95.7,"*","*","*","*"
"Shelton School District","Eligible For Free Lunch",75,66,88.0,"*","*","*","*"
"Shelton School District","Eligible For Reduced Lunch",38,35,92.1,"*","*","*","*"
"Shelton School District","Not Eligible For Lunch",257,247,96.1,6,2.3,"*","*"
"Simsbury School District","Eligible For Free Lunch",36,33,91.7,"*","*","*","*"
"Simsbury School District","Eligible For Reduced Lunch",12,11,91.7,"*","*","*","*"
"Simsbury School District","Not Eligible For Lunch",334,320,95.8,11,3.3,"*","*"
"Somers School District","Eligible For Free Lunch","*","*","*","*","*","*","*"
"Somers School District","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Somers School District","Not Eligible For Lunch",118,113,95.8,"*","*","*","*"
"South Windsor School District","Eligible For Free Lunch",36,30,83.3,"*","*","*","*"
"South Windsor School District","Eligible For Reduced Lunch",10,10,100.0,"*","*","*","*"
"South Windsor School District","Not Eligible For Lunch",309,288,93.2,11,3.6,10,3.2
"Southington School District","Eligible For Free Lunch",78,58,74.4,11,14.1,9,11.5
"Southington School District","Eligible For Reduced Lunch",23,22,95.7,"*","*","*","*"
"Southington School District","Not Eligible For Lunch",418,402,96.2,"*","*","*","*"
"Stafford School District","Eligible For Free Lunch",19,15,78.9,"*","*","*","*"
"Stafford School District","Eligible For Reduced Lunch",8,8,100.0,"*","*","*","*"
"Stafford School District","Not Eligible For Lunch",65,62,95.4,"*","*","*","*"
"Stamford Academy District","Eligible For Free Lunch",41,14,34.1,13,31.7,14,34.1
"Stamford Academy District","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Stamford Academy District","Not Eligible For Lunch","*","*","*","*","*","*","*"
"Stamford School District","Eligible For Free Lunch",555,451,81.3,46,8.3,57,10.3
"Stamford School District","Eligible For Reduced Lunch",138,123,89.1,8,5.8,7,5.1
"Stamford School District","Not Eligible For Lunch",524,490,93.5,12,2.3,21,4.0
"Stonington School District","Eligible For Free Lunch",39,30,76.9,"*","*",6,15.4
"Stonington School District","Eligible For Reduced Lunch",15,12,80.0,"*","*","*","*"
"Stonington School District","Not Eligible For Lunch",146,139,95.2,"*","*","*","*"
"Stratford School District","Eligible For Free Lunch",183,155,84.7,14,7.7,14,7.7
"Stratford School District","Eligible For Reduced Lunch",100,92,92.0,"*","*","*","*"
"Stratford School District","Not Eligible For Lunch",252,243,96.4,"*","*","*","*"
"Suffield School District","Eligible For Free Lunch",20,18,90.0,"*","*","*","*"
"Suffield School District","Eligible For Reduced Lunch",15,14,93.3,"*","*","*","*"
"Suffield School District","Not Eligible For Lunch",177,171,96.6,"*","*","*","*"
"The Bridge Academy District","Eligible For Free Lunch",26,24,92.3,"*","*","*","*"
"The Bridge Academy District","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"The Bridge Academy District","Not Eligible For Lunch","*","*","*","*","*","*","*"
"The Gilbert School District","Eligible For Free Lunch",34,29,85.3,"*","*","*","*"
"The Gilbert School District","Eligible For Reduced Lunch",10,9,90.0,"*","*","*","*"
"The Gilbert School District","Not Eligible For Lunch",46,43,93.5,"*","*","*","*"
"Thomaston School District","Eligible For Free Lunch","*","*","*","*","*","*","*"
"Thomaston School District","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Thomaston School District","Not Eligible For Lunch",51,51,100.0,"*","*","*","*"
"Thompson School District","Eligible For Free Lunch","*","*","*","*","*","*","*"
"Thompson School District","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Thompson School District","Not Eligible For Lunch",48,46,95.8,"*","*","*","*"
"Tolland School District","Eligible For Free Lunch",16,13,81.3,"*","*","*","*"
"Tolland School District","Eligible For Reduced Lunch",11,10,90.9,"*","*","*","*"
"Tolland School District","Not Eligible For Lunch",185,178,96.2,"*","*","*","*"
"Torrington School District","Eligible For Free Lunch",101,69,68.3,10,9.9,22,21.8
"Torrington School District","Eligible For Reduced Lunch",25,24,96.0,"*","*","*","*"
"Torrington School District","Not Eligible For Lunch",156,143,91.7,"*","*","*","*"
"Trumbull School District","Eligible For Free Lunch",39,36,92.3,"*","*","*","*"
"Trumbull School District","Eligible For Reduced Lunch",20,19,95.0,"*","*","*","*"
