"Four-Year Graduation Rates, 2011-12"
"All Districts, Free/Reduced Price Meal Eligibility"

"",,,"Graduates",
"Cheshire School District","Eligible For Free Lunch",22,18,81.8
"Cheshire School District","Eligible For Reduced Lunch",24,23,95.8
"Cheshire School District","Not Eligible For Lunch",365,353,96.7
"Clinton School District","Eligible For Free Lunch","*","*","*"
"Clinton School District","Eligible For Reduced Lunch","*","*","*"
"Clinton School District","Not Eligible For Lunch",108,99,91.7
"Colchester School District","Eligible For Free Lunch",23,20,87.0
"Colchester School District","Eligible For Reduced Lunch",15,15,100.0
"Colchester School District","Not Eligible For Lunch",208,198,95.2
"Common Ground High School District","Eligible For Free Lunch",17,14,82.4
"Common Ground High School District","Eligible For Reduced Lunch",8,8,100.0
"Common Ground High School District","Not Eligible For Lunch",6,6,100.0
"Connecticut Technical High School System","Eligible For Free Lunch",953,907,95.2
"Connecticut Technical High School System","Eligible For Reduced Lunch",420,400,95.2
"Connecticut Technical High School System","Not Eligible For Lunch",1158,1121,96.8
"Coventry School District","Eligible For Free Lunch",20,12,60.0
"Coventry School District","Eligible For Reduced Lunch",14,11,78.6
"Coventry School District","Not Eligible For Lunch",119,109,91.6
"Cromwell School District","Eligible For Free Lunch",27,22,81.5
"Cromwell School District","Eligible For Reduced Lunch",8,8,100.0
"Cromwell School District","Not Eligible For Lunch",117,109,93.2
"Danbury School District","Eligible For Free Lunch",265,169,63.8
"Danbury School District","Eligible For Reduced Lunch",84,66,78.6
"Danbury School District","Not Eligible For Lunch",408,346,84.8
"Darien School District","Eligible For Free Lunch",6,6,100.0
"Darien School District","Eligible For Reduced Lunch",6,6,100.0
"Darien School District","Not Eligible For Lunch",299,288,96.3
"Derby School District","Eligible For Free Lunch",40,25,62.5
"Derby School District","Eligible For Reduced Lunch",20,15,75.0
"Derby School District","Not Eligible For Lunch",46,40,87.0
"East Granby School District","Eligible For Free Lunch","*","*","*"
"East Granby School District","Not Eligible For Lunch","*","*","*"
"East Haddam School District","Eligible For Free Lunch","*","*","*"
"East Haddam School District","Eligible For Reduced Lunch","*","*","*"
"East Haddam School District","Not Eligible For Lunch",87,81,93.1
"East Hampton School District","Eligible For Free Lunch",8,7,87.5
"East Hampton School District","Eligible For Reduced Lunch",14,13,92.9
"East Hampton School District","Not Eligible For Lunch",143,136,95.1
"East Hartford School District","Eligible For Free Lunch",305,206,67.5
"East Hartford School District","Eligible For Reduced Lunch",110,92,83.6
"East Hartford School District","Not Eligible For Lunch",176,155,88.1
"East Haven School District","Eligible For Free Lunch",78,48,61.5
"East Haven School District","Eligible For Reduced Lunch",35,28,80.0
"East Haven School District","Not Eligible For Lunch",117,90,76.9
"East Lyme School District","Eligible For Free Lunch",20,17,85.0
"East Lyme School District","Eligible For Reduced Lunch",18,16,88.9
"East Lyme School District","Not Eligible For Lunch",265,253,95.5
"East Windsor School District","Eligible For Free Lunch",21,16,76.2
"East Windsor School District","Eligible For Reduced Lunch",11,10,90.9
"East Windsor School District","Not Eligible For Lunch",57,51,89.5
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Eligible For Free Lunch",18,12,66.7
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Eligible For Reduced Lunch",11,8,72.7
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Not Eligible For Lunch",57,48,84.2
"Ellington School District","Eligible For Free Lunch",12,"*","*"
"Ellington School District","Eligible For Reduced Lunch",6,"*","*"
"Ellington School District","Not Eligible For Lunch",185,171,92.4
"Elm City College Preparatory School District","Eligible For Free Lunch",11,9,81.8
"Elm City College Preparatory School District","Eligible For Reduced Lunch","*","*","*"
"Elm City College Preparatory School District","Not Eligible For Lunch","*","*","*"
"Enfield School District","Eligible For Free Lunch",110,73,66.4
"Enfield School District","Eligible For Reduced Lunch",41,31,75.6
"Enfield School District","Not Eligible For Lunch",361,332,92.0
"Explorations District","Eligible For Free Lunch","*","*","*"
"Explorations District","Eligible For Reduced Lunch","*","*","*"
"Explorations District","Not Eligible For Lunch",14,11,78.6
"Fairfield School District","Eligible For Free Lunch",58,44,75.9
"Fairfield School District","Eligible For Reduced Lunch",25,21,84.0
"Fairfield School District","Not Eligible For Lunch",607,585,96.4
"Farmington School District","Eligible For Free Lunch",21,19,90.5
"Farmington School District","Eligible For Reduced Lunch",14,12,85.7
"Farmington School District","Not Eligible For Lunch",269,255,94.8
"Glastonbury School District","Eligible For Free Lunch",30,23,76.7
"Glastonbury School District","Eligible For Reduced Lunch",17,17,100.0
"Glastonbury School District","Not Eligible For Lunch",465,451,97.0
"Granby School District","Eligible For Free Lunch","*","*","*"
"Granby School District","Eligible For Reduced Lunch","*","*","*"
"Granby School District","Not Eligible For Lunch",179,175,97.8
"Greenwich School District","Eligible For Free Lunch",64,53,82.8
"Greenwich School District","Eligible For Reduced Lunch",31,27,87.1
"Greenwich School District","Not Eligible For Lunch",551,516,93.6
"Griswold School District","Eligible For Free Lunch",40,31,77.5
"Griswold School District","Eligible For Reduced Lunch",22,17,77.3
"Griswold School District","Not Eligible For Lunch",122,113,92.6
"Groton School District","Eligible For Free Lunch",112,83,74.1
"Groton School District","Eligible For Reduced Lunch",29,22,75.9
"Groton School District","Not Eligible For Lunch",204,177,86.8
"Guilford School District","Eligible For Free Lunch",16,16,100.0
"Guilford School District","Eligible For Reduced Lunch",13,13,100.0
"Guilford School District","Not Eligible For Lunch",258,251,97.3
"Hamden School District","Eligible For Free Lunch",165,124,75.2
"Hamden School District","Eligible For Reduced Lunch",58,48,82.8
"Hamden School District","Not Eligible For Lunch",300,269,89.7
"Hartford School District","Eligible For Free Lunch",1192,718,60.2
"Hartford School District","Eligible For Reduced Lunch",93,82,88.2
"Hartford School District","Not Eligible For Lunch",111,102,91.9
"Killingly School District","Eligible For Free Lunch",63,36,57.1
"Killingly School District","Eligible For Reduced Lunch",26,21,80.8
"Killingly School District","Not Eligible For Lunch",102,90,88.2
"Lebanon School District","Eligible For Free Lunch",9,8,88.9
"Lebanon School District","Eligible For Reduced Lunch",8,7,87.5
"Lebanon School District","Not Eligible For Lunch",115,101,87.8
"Ledyard School District","Eligible For Free Lunch",24,"*","*"
"Ledyard School District","Eligible For Reduced Lunch",6,"*","*"
"Ledyard School District","Not Eligible For Lunch",182,171,94.0
"Lisbon School District","Eligible For Free Lunch","*","*","*"
"Lisbon School District","Not Eligible For Lunch","*","*","*"
"Litchfield School District","Eligible For Free Lunch","*","*","*"
"Litchfield School District","Eligible For Reduced Lunch","*","*","*"
"Litchfield School District","Not Eligible For Lunch",89,87,97.8
"Madison School District","Eligible For Free Lunch","*","*","*"
"Madison School District","Eligible For Reduced Lunch","*","*","*"
"Madison School District","Not Eligible For Lunch",323,314,97.2
"Manchester School District","Eligible For Free Lunch",212,129,60.8
"Manchester School District","Eligible For Reduced Lunch",74,56,75.7
"Manchester School District","Not Eligible For Lunch",232,194,83.6
"Meriden School District","Eligible For Free Lunch",360,213,59.2
"Meriden School District","Eligible For Reduced Lunch",58,44,75.9
"Meriden School District","Not Eligible For Lunch",209,179,85.6
"Middletown School District","Eligible For Free Lunch",124,82,66.1
"Middletown School District","Eligible For Reduced Lunch",35,25,71.4
"Middletown School District","Not Eligible For Lunch",188,157,83.5
"Milford School District","Eligible For Free Lunch",90,62,68.9
"Milford School District","Eligible For Reduced Lunch",57,43,75.4
"Milford School District","Not Eligible For Lunch",368,338,91.8
"Monroe School District","Eligible For Free Lunch",20,19,95.0
"Monroe School District","Eligible For Reduced Lunch",11,11,100.0
"Monroe School District","Not Eligible For Lunch",308,304,98.7
"Montville School District","Eligible For Free Lunch",42,30,71.4
"Montville School District","Eligible For Reduced Lunch",27,21,77.8
"Montville School District","Not Eligible For Lunch",154,142,92.2
"Naugatuck School District","Eligible For Free Lunch",108,75,69.4
"Naugatuck School District","Eligible For Reduced Lunch",45,35,77.8
"Naugatuck School District","Not Eligible For Lunch",215,200,93.0
"New Britain School District","Eligible For Free Lunch",417,211,50.6
"New Britain School District","Eligible For Reduced Lunch",91,64,70.3
"New Britain School District","Not Eligible For Lunch",156,127,81.4
"New Canaan School District","Eligible For Reduced Lunch","*","*","*"
"New Canaan School District","Not Eligible For Lunch","*","*","*"
"New Fairfield School District","Eligible For Free Lunch",16,16,100.0
"New Fairfield School District","Eligible For Reduced Lunch",17,15,88.2
"New Fairfield School District","Not Eligible For Lunch",199,196,98.5
"New Haven School District","Eligible For Free Lunch",914,617,67.5
"New Haven School District","Eligible For Reduced Lunch",218,183,83.9
"New Haven School District","Not Eligible For Lunch",200,144,72.0
"New London School District","Eligible For Free Lunch",197,125,63.5
"New London School District","Eligible For Reduced Lunch",24,15,62.5
"New London School District","Not Eligible For Lunch",18,8,44.4
"New Milford School District","Eligible For Free Lunch",37,27,73.0
"New Milford School District","Eligible For Reduced Lunch",22,20,90.9
"New Milford School District","Not Eligible For Lunch",331,305,92.1
"Newington School District","Eligible For Free Lunch",38,28,73.7
"Newington School District","Eligible For Reduced Lunch",29,24,82.8
"Newington School District","Not Eligible For Lunch",271,249,91.9
"Newtown School District","Eligible For Free Lunch",15,12,80.0
"Newtown School District","Eligible For Reduced Lunch",8,8,100.0
"Newtown School District","Not Eligible For Lunch",383,365,95.3
"North Branford School District","Eligible For Free Lunch",10,8,80.0
"North Branford School District","Eligible For Reduced Lunch",9,7,77.8
"North Branford School District","Not Eligible For Lunch",143,133,93.0
"North Haven School District","Eligible For Free Lunch",28,20,71.4
"North Haven School District","Eligible For Reduced Lunch",15,13,86.7
"North Haven School District","Not Eligible For Lunch",249,237,95.2
"North Stonington School District","Eligible For Free Lunch","*","*","*"
"North Stonington School District","Eligible For Reduced Lunch","*","*","*"
"North Stonington School District","Not Eligible For Lunch",45,40,88.9
"Norwalk School District","Eligible For Free Lunch",281,213,75.8
"Norwalk School District","Eligible For Reduced Lunch",94,75,79.8
"Norwalk School District","Not Eligible For Lunch",498,453,91.0
"Norwich Free Academy District","Eligible For Free Lunch",131,95,72.5
"Norwich Free Academy District","Eligible For Reduced Lunch",32,27,84.4
"Norwich Free Academy District","Not Eligible For Lunch",482,433,89.8
"Norwich School District","Eligible For Free Lunch",35,"*","*"
"Norwich School District","Eligible For Reduced Lunch","*","*","*"
"Norwich School District","Not Eligible For Lunch","*","*","*"
"Old Saybrook School District","Eligible For Free Lunch","*","*","*"
"Old Saybrook School District","Eligible For Reduced Lunch","*","*","*"
"Old Saybrook School District","Not Eligible For Lunch",130,127,97.7
"Oxford School District","Eligible For Free Lunch",9,"*","*"
"Oxford School District","Eligible For Reduced Lunch",7,"*","*"
"Oxford School District","Not Eligible For Lunch",130,124,95.4
"Plainfield School District","Eligible For Free Lunch",49,36,73.5
"Plainfield School District","Eligible For Reduced Lunch",23,21,91.3
"Plainfield School District","Not Eligible For Lunch",131,116,88.5
"Plainville School District","Eligible For Free Lunch",37,33,89.2
"Plainville School District","Eligible For Reduced Lunch",26,23,88.5
"Plainville School District","Not Eligible For Lunch",144,136,94.4
"Plymouth School District","Eligible For Free Lunch",29,21,72.4
"Plymouth School District","Eligible For Reduced Lunch",15,13,86.7
"Plymouth School District","Not Eligible For Lunch",95,83,87.4
"Portland School District","Eligible For Free Lunch","*","*","*"
"Portland School District","Eligible For Reduced Lunch","*","*","*"
"Portland School District","Not Eligible For Lunch",70,67,95.7
"Putnam School District","Eligible For Free Lunch",20,15,75.0
"Putnam School District","Eligible For Reduced Lunch",13,11,84.6
"Putnam School District","Not Eligible For Lunch",32,27,84.4
"Regional School District 01","Eligible For Free Lunch",10,9,90.0
"Regional School District 01","Eligible For Reduced Lunch",16,15,93.8
"Regional School District 01","Not Eligible For Lunch",114,108,94.7
"Regional School District 04","Eligible For Free Lunch",10,8,80.0
"Regional School District 04","Eligible For Reduced Lunch",8,6,75.0
"Regional School District 04","Not Eligible For Lunch",142,133,93.7
"Regional School District 05","Eligible For Free Lunch",12,10,83.3
"Regional School District 05","Eligible For Reduced Lunch",11,10,90.9
"Regional School District 05","Not Eligible For Lunch",411,398,96.8
"Regional School District 06","Eligible For Free Lunch",6,6,100.0
"Regional School District 06","Eligible For Reduced Lunch",6,6,100.0
"Regional School District 06","Not Eligible For Lunch",75,72,96.0
"Regional School District 07","Eligible For Free Lunch",15,"*","*"
"Regional School District 07","Eligible For Reduced Lunch",6,"*","*"
"Regional School District 07","Not Eligible For Lunch",184,175,95.1
"Regional School District 08","Eligible For Free Lunch",11,7,63.6
"Regional School District 08","Eligible For Reduced Lunch",9,7,77.8
"Regional School District 08","Not Eligible For Lunch",276,254,92.0
"Regional School District 09","Eligible For Free Lunch","*","*","*"
"Regional School District 09","Eligible For Reduced Lunch","*","*","*"
"Regional School District 09","Not Eligible For Lunch",227,220,96.9
"Regional School District 10","Eligible For Free Lunch","*","*","*"
"Regional School District 10","Eligible For Reduced Lunch","*","*","*"
"Regional School District 10","Not Eligible For Lunch",218,210,96.3
"Regional School District 11","Eligible For Free Lunch","*","*","*"
"Regional School District 11","Eligible For Reduced Lunch","*","*","*"
"Regional School District 11","Not Eligible For Lunch",25,24,96.0
"Regional School District 12","Eligible For Free Lunch","*","*","*"
"Regional School District 12","Eligible For Reduced Lunch","*","*","*"
"Regional School District 12","Not Eligible For Lunch",63,54,85.7
"Regional School District 13","Eligible For Free Lunch","*","*","*"
"Regional School District 13","Eligible For Reduced Lunch","*","*","*"
"Regional School District 13","Not Eligible For Lunch",136,134,98.5
"Regional School District 14","Eligible For Free Lunch",7,"*","*"
"Regional School District 14","Eligible For Reduced Lunch",6,"*","*"
"Regional School District 14","Not Eligible For Lunch",182,177,97.3
"Regional School District 15","Eligible For Free Lunch",11,"*","*"
"Regional School District 15","Eligible For Reduced Lunch",8,"*","*"
"Regional School District 15","Not Eligible For Lunch",310,293,94.5
"Regional School District 16","Eligible For Free Lunch",19,15,78.9
"Regional School District 16","Eligible For Reduced Lunch",16,14,87.5
"Regional School District 16","Not Eligible For Lunch",162,152,93.8
"Regional School District 17","Eligible For Free Lunch",11,7,63.6
"Regional School District 17","Eligible For Reduced Lunch",8,7,87.5
"Regional School District 17","Not Eligible For Lunch",171,164,95.9
"Regional School District 18","Eligible For Free Lunch","*","*","*"
"Regional School District 18","Eligible For Reduced Lunch","*","*","*"
"Regional School District 18","Not Eligible For Lunch",95,93,97.9
"Regional School District 19","Eligible For Free Lunch",29,19,65.5
"Regional School District 19","Eligible For Reduced Lunch",15,9,60.0
"Regional School District 19","Not Eligible For Lunch",254,232,91.3
"Ridgefield School District","Eligible For Free Lunch","*","*","*"
"Ridgefield School District","Eligible For Reduced Lunch","*","*","*"
"Ridgefield School District","Not Eligible For Lunch",423,415,98.1
"Rocky Hill School District","Eligible For Free Lunch",16,11,68.8
"Rocky Hill School District","Eligible For Reduced Lunch",9,9,100.0
"Rocky Hill School District","Not Eligible For Lunch",183,171,93.4
"Seymour School District","Eligible For Free Lunch",29,19,65.5
"Seymour School District","Eligible For Reduced Lunch",12,12,100.0
"Seymour School District","Not Eligible For Lunch",113,103,91.2
"Shelton School District","Eligible For Free Lunch",52,39,75.0
"Shelton School District","Eligible For Reduced Lunch",28,21,75.0
"Shelton School District","Not Eligible For Lunch",348,331,95.1
"Simsbury School District","Eligible For Free Lunch",24,18,75.0
"Simsbury School District","Eligible For Reduced Lunch",8,7,87.5
"Simsbury School District","Not Eligible For Lunch",375,364,97.1
"Somers School District","Eligible For Free Lunch","*","*","*"
"Somers School District","Eligible For Reduced Lunch","*","*","*"
"Somers School District","Not Eligible For Lunch",131,127,96.9
"South Windsor School District","Eligible For Free Lunch",24,17,70.8
"South Windsor School District","Eligible For Reduced Lunch",11,10,90.9
"South Windsor School District","Not Eligible For Lunch",351,335,95.4
"Southington School District","Eligible For Free Lunch",58,45,77.6
"Southington School District","Eligible For Reduced Lunch",27,23,85.2
"Southington School District","Not Eligible For Lunch",413,388,93.9
"Stafford School District","Eligible For Free Lunch",21,14,66.7
"Stafford School District","Eligible For Reduced Lunch",24,23,95.8
"Stafford School District","Not Eligible For Lunch",97,88,90.7
"Stamford Academy District","Eligible For Free Lunch",24,9,37.5
"Stamford Academy District","Eligible For Reduced Lunch",6,"*","*"
"Stamford Academy District","Not Eligible For Lunch",6,"*","*"
"Stamford School District","Eligible For Free Lunch",463,350,75.6
"Stamford School District","Eligible For Reduced Lunch",158,140,88.6
"Stamford School District","Not Eligible For Lunch",565,521,92.2
"Stonington School District","Eligible For Free Lunch",17,16,94.1
"Stonington School District","Eligible For Reduced Lunch",11,9,81.8
"Stonington School District","Not Eligible For Lunch",154,143,92.9
"Stratford School District","Eligible For Free Lunch",168,131,78.0
"Stratford School District","Eligible For Reduced Lunch",78,65,83.3
"Stratford School District","Not Eligible For Lunch",339,310,91.4
"Suffield School District","Eligible For Free Lunch",14,9,64.3
"Suffield School District","Eligible For Reduced Lunch",10,7,70.0
"Suffield School District","Not Eligible For Lunch",183,172,94.0
"The Bridge Academy District","Eligible For Free Lunch",30,22,73.3
"The Bridge Academy District","Eligible For Reduced Lunch","*","*","*"
"The Bridge Academy District","Not Eligible For Lunch","*","*","*"
"The Gilbert School District","Eligible For Free Lunch",24,20,83.3
"The Gilbert School District","Eligible For Reduced Lunch",12,12,100.0
"The Gilbert School District","Not Eligible For Lunch",55,51,92.7
"Thomaston School District","Eligible For Free Lunch",12,10,83.3
"Thomaston School District","Eligible For Reduced Lunch",10,9,90.0
"Thomaston School District","Not Eligible For Lunch",70,65,92.9
"Thompson School District","Eligible For Free Lunch",21,14,66.7
"Thompson School District","Eligible For Reduced Lunch",11,7,63.6
"Thompson School District","Not Eligible For Lunch",69,65,94.2
"Tolland School District","Eligible For Free Lunch","*","*","*"
"Tolland School District","Eligible For Reduced Lunch","*","*","*"
"Tolland School District","Not Eligible For Lunch",218,211,96.8
"Torrington School District","Eligible For Free Lunch",91,55,60.4
"Torrington School District","Eligible For Reduced Lunch",34,25,73.5
"Torrington School District","Not Eligible For Lunch",176,160,90.9
"Trumbull School District","Eligible For Free Lunch",29,27,93.1
"Trumbull School District","Eligible For Reduced Lunch",21,20,95.2
"Trumbull School District","Not Eligible For Lunch",493,481,97.6
"Unified School District #1","Eligible For Free Lunch",453,6,1.3
"Unified School District #1","Eligible For Reduced Lunch",28,"*","*"
"Unified School District #1","Not Eligible For Lunch",50,"*","*"
"Unified School District #2","Eligible For Free Lunch",45,6,13.3
"Unified School District #2","Eligible For Reduced Lunch","*","*","*"
"Unified School District #2","Not Eligible For Lunch","*","*","*"
"Vernon School District","Eligible For Free Lunch",77,55,71.4
"Vernon School District","Eligible For Reduced Lunch",18,14,77.8
"Vernon School District","Not Eligible For Lunch",171,149,87.1
"Wallingford School District","Eligible For Free Lunch",58,45,77.6
"Wallingford School District","Eligible For Reduced Lunch",17,15,88.2
"Wallingford School District","Not Eligible For Lunch",462,436,94.4
"Waterbury School District","Eligible For Free Lunch",900,520,57.8
"Waterbury School District","Eligible For Reduced Lunch",165,130,78.8
"Waterbury School District","Not Eligible For Lunch",211,149,70.6
"Waterford School District","Eligible For Free Lunch",26,20,76.9
"Waterford School District","Eligible For Reduced Lunch",16,14,87.5
"Waterford School District","Not Eligible For Lunch",199,187,94.0
"Watertown School District","Eligible For Free Lunch",30,22,73.3
"Watertown School District","Eligible For Reduced Lunch",26,24,92.3
"Watertown School District","Not Eligible For Lunch",176,165,93.8
"West Hartford School District","Eligible For Free Lunch",136,106,77.9
"West Hartford School District","Eligible For Reduced Lunch",36,33,91.7
"West Hartford School District","Not Eligible For Lunch",581,559,96.2
"West Haven School District","Eligible For Free Lunch",181,117,64.6
"West Haven School District","Eligible For Reduced Lunch",63,47,74.6
"West Haven School District","Not Eligible For Lunch",147,118,80.3
"Westbrook School District","Eligible For Free Lunch","*","*","*"
"Westbrook School District","Eligible For Reduced Lunch","*","*","*"
"Westbrook School District","Not Eligible For Lunch",70,66,94.3
"Weston School District","Eligible For Free Lunch","*","*","*"
"Weston School District","Eligible For Reduced Lunch","*","*","*"
"Weston School District","Not Eligible For Lunch",182,181,99.5
"Westport School District","Eligible For Free Lunch",12,"*","*"
"Westport School District","Eligible For Reduced Lunch",6,"*","*"
"Westport School District","Not Eligible For Lunch",411,404,98.3
"Wethersfield School District","Eligible For Free Lunch",27,22,81.5
"Wethersfield School District","Eligible For Reduced Lunch",27,21,77.8
"Wethersfield School District","Not Eligible For Lunch",238,221,92.9
"Wilton School District","Eligible For Free Lunch","*","*","*"
"Wilton School District","Not Eligible For Lunch","*","*","*"
"Windham School District","Eligible For Free Lunch",101,58,57.4
"Windham School District","Eligible For Reduced Lunch",31,25,80.6
"Windham School District","Not Eligible For Lunch",49,44,89.8
"Windsor Locks School District","Eligible For Free Lunch",30,22,73.3
"Windsor Locks School District","Eligible For Reduced Lunch",21,19,90.5
"Windsor Locks School District","Not Eligible For Lunch",97,94,96.9
"Windsor School District","Eligible For Free Lunch",69,45,65.2
"Windsor School District","Eligible For Reduced Lunch",38,34,89.5
"Windsor School District","Not Eligible For Lunch",214,194,90.7
"Wolcott School District","Eligible For Free Lunch",27,24,88.9
"Wolcott School District","Eligible For Reduced Lunch",33,30,90.9
"Wolcott School District","Not Eligible For Lunch",159,151,95.0
"Woodstock Academy District","Eligible For Free Lunch",6,"*","*"
"Woodstock Academy District","Eligible For Reduced Lunch",30,"*","*"
"Woodstock Academy District","Not Eligible For Lunch",249,244,98.0

